"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"277","Our take on Little Red Riding Hood.  It's a beautiful book. 

Definitely *not* for children though:… https://t.co/J2toHfVBgv",FALSE,87,NA,2018-12-06 15:08:04,TRUE,NA,"1070696382695116800",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",9,FALSE,FALSE,NA,NA
"278","@dgcmusi @YouTube @CLASSICROCK1011 @Wave80radio @ilovethe80s_ @newmusicbox @hitRECord @spotifypiano @KeyboardMag Very good!",FALSE,1,"dgcmusi",2018-12-06 13:43:21,FALSE,"1069864795032223744","1070675061336629248","317919715","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","summerchild810",0,FALSE,FALSE,NA,NA
"279","She had a great big heart
But very little grace

Every time she fell in love
She landed on her face… https://t.co/JujDgZaHdE",FALSE,813,NA,2018-12-06 13:26:03,TRUE,NA,"1070670706843754497",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",161,FALSE,FALSE,NA,NA
"280","Who can do the voice for an oblivious, cockney caterpillar named Ross, who can't stop eating?! ...Piece. Of. Cake.… https://t.co/m6wSA0G4bK",FALSE,33,NA,2018-12-06 13:19:01,TRUE,NA,"1070668939099824128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SabineBuchanan",7,FALSE,FALSE,NA,NA
"281","Unnecessary anger and rage: https://t.co/pnWs3XIRH1",FALSE,67,NA,2018-12-06 12:01:00,FALSE,NA,"1070649303612473344",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",11,FALSE,FALSE,NA,NA
"282","@cjcurcio @hitRECord Thanks :)",FALSE,1,"cjcurcio",2018-12-06 08:47:10,FALSE,"1070471876177215489","1070600525111009280","16407354","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aknilofficial",0,FALSE,FALSE,NA,NA
"283","...If you need your Xmas music to have a bit more . . . swagger...
...then check out my recent remix on @hitRECord https://t.co/ThBM2ojDM2",FALSE,0,NA,2018-12-06 08:11:11,FALSE,NA,"1070591470275518464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","elihooper",0,FALSE,FALSE,NA,NA
"284","#MoneyMaker in Miami today! Shooting the video of “Money Maker” by @trmarchand mcdonaldtv featuring @zionylennoxpr… https://t.co/YhC1o3XCwu",FALSE,5,NA,2018-12-06 06:00:32,TRUE,NA,"1070558590094708736",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jonathafinegold",1,FALSE,FALSE,"-80.199","25.8006"
"285","@hitRECordJoe My Fav. https://t.co/s5GUzCHRG6",FALSE,2,"hitRECordJoe",2018-12-06 05:25:26,FALSE,"1070548905388068869","1070549756328468480","24807616","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mystic247",0,FALSE,FALSE,NA,NA
"286","bad Ass ...  https://t.co/QTOEfowNMc",FALSE,0,NA,2018-12-06 05:23:00,FALSE,NA,"1070549145696550912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mystic247",0,FALSE,FALSE,NA,NA
"287","Full disclosure — this is a hustling post.

But it's the holidays, and you're probably getting gifts, so to entice… https://t.co/JOwOu4BGxq",FALSE,103,NA,2018-12-06 05:22:03,TRUE,NA,"1070548905388068869",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",6,FALSE,FALSE,NA,NA
"288","@hitRECord Too cute!!!",FALSE,0,"hitRECord",2018-12-06 05:08:03,FALSE,"1070514918082797568","1070545380037799936","24815314","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cjcurcio",0,FALSE,FALSE,NA,NA
"289","https://t.co/nP9w5eivX9",FALSE,0,NA,2018-12-06 04:36:57,FALSE,NA,"1070537555798515712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","symbolic_doc",0,FALSE,FALSE,NA,NA
"290","@ViciousVixxenV @hitRECord Ok. Thank you!",FALSE,1,"ViciousVixxenV",2018-12-06 04:04:21,FALSE,"1070528855679660032","1070529352507539456","238313253","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Desiree_DMartin",0,FALSE,FALSE,NA,NA
"291","@Desiree_DMartin @hitRECord Click the link of the challenge in the post, read over the script, choose a character a… https://t.co/l67vADJQMg",FALSE,1,"Desiree_DMartin",2018-12-06 04:02:23,TRUE,"1070526617032814592","1070528855679660032","322798199","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ViciousVixxenV",0,FALSE,FALSE,NA,NA
"292","@ViciousVixxenV @hitRECord Interested. What do I need to do?",FALSE,1,"ViciousVixxenV",2018-12-06 03:53:29,FALSE,"1070508788329926657","1070526617032814592","238313253","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Desiree_DMartin",0,FALSE,FALSE,NA,NA
"293","Super creepy goblins wearing human clothing doing normal, everyday kinda jobs: https://t.co/nAkEfWb9N6",FALSE,104,NA,2018-12-06 03:14:00,FALSE,NA,"1070516682005864448",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",6,FALSE,FALSE,NA,NA
"294","Coffee anyone? These mugs make for great stocking stuffers. Order them NOW to get them in time for the holidays!… https://t.co/eBNyHLzz4p",FALSE,26,NA,2018-12-06 03:07:00,TRUE,NA,"1070514918082797568",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hitRECord",2,FALSE,FALSE,NA,NA
"295","The script is already written &amp; now we are looking for people to voice the characters for ""Something Came down the… https://t.co/bdf7TvD0Jq",FALSE,88,NA,2018-12-06 02:42:38,TRUE,NA,"1070508788329926657",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ViciousVixxenV",15,FALSE,FALSE,NA,NA
"296","Looking for some cool #artwork to gift to a friend for the holidays? Check out these posters designed collaborative… https://t.co/aqxO0uyWQb",FALSE,16,NA,2018-12-06 01:44:00,TRUE,NA,"1070494030314790912",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hitRECord",3,FALSE,FALSE,NA,NA
"297","I believe this is what they call a **flash sale** 

Offering *free shipping* here in the U.S. for orders over $50.… https://t.co/cD22vl7u6J",FALSE,74,NA,2018-12-06 00:47:45,TRUE,NA,"1070479874920349696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECordJoe",7,FALSE,FALSE,NA,NA
"298","@aknilofficial @hitRECord Gorgeous!",FALSE,1,"aknilofficial",2018-12-06 00:15:58,FALSE,"1070385869327085568","1070471876177215489","999362646607613955","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cjcurcio",0,FALSE,FALSE,NA,NA
"299","What a wonderful idea/challenge! I'm in! https://t.co/EjNaeEOLfl",FALSE,2,NA,2018-12-06 00:14:54,FALSE,NA,"1070471608668700678",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cjcurcio",0,FALSE,FALSE,NA,NA
"300","So sweet. Lovely! https://t.co/krj5y58cRK",FALSE,1,NA,2018-12-06 00:12:55,FALSE,NA,"1070471111035490305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cjcurcio",0,FALSE,FALSE,NA,NA
"301","Limited time only! Free shipping on all domestic orders over $50 on the entire RECord store! Shop now… https://t.co/GBIJMy36Xl",FALSE,31,NA,2018-12-06 00:08:55,TRUE,NA,"1070470104461144064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",4,FALSE,FALSE,NA,NA
"302","Something's very much out of place here... https://t.co/5p0ZxX4Wwz",FALSE,53,NA,2018-12-05 23:42:00,FALSE,NA,"1070463330295398400",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",11,FALSE,FALSE,NA,NA
"303","Two short lines of voice over need to be performed here: https://t.co/nXSySoCdnO",FALSE,77,NA,2018-12-05 21:24:01,FALSE,NA,"1070428602313912321",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",11,FALSE,FALSE,NA,NA
"304","https://t.co/AEWMdYvFbR",FALSE,0,NA,2018-12-05 20:48:58,FALSE,NA,"1070419782271299584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ivkky",0,FALSE,FALSE,NA,NA
"305","The focus of this week's #LensProject is emotion. That's the prompt, so feel free to interpret it through a camera… https://t.co/BSby0qN7bH",FALSE,13,NA,2018-12-05 20:43:58,TRUE,NA,"1070418524055719937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",2,FALSE,FALSE,NA,NA
"306","35mm York https://t.co/OiJDBD7EkS @hitRECord #photography #photos #streetphotography #people #candids #york #city… https://t.co/dc3tOaP0fC",FALSE,0,NA,2018-12-05 20:34:59,TRUE,NA,"1070416265041321984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EmmasLens",2,FALSE,FALSE,NA,NA
"307","35mm https://t.co/b9CQvU4mlP #photography #photos #macro #macrophotography #seashells #shells #pattern #patterns… https://t.co/FgGGV72KXe",FALSE,0,NA,2018-12-05 20:33:43,TRUE,NA,"1070415947717062661",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EmmasLens",0,FALSE,FALSE,NA,NA
"308","35mm https://t.co/sAuQA9jlo1 @hitRECord #photography #photos #abstract #shadows #35mm #35mmphotography… https://t.co/Z6UdxHBsuc",FALSE,3,NA,2018-12-05 20:32:24,TRUE,NA,"1070415614244724736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EmmasLens",0,FALSE,FALSE,NA,NA
"309","Damn, awesome! Someone remixed my remix of ""Do What You Love"" -- used my vocal stem and mashed it up with another i… https://t.co/UHj7yKZnaK",FALSE,7,NA,2018-12-05 19:43:08,TRUE,NA,"1070403214149771264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mementohiphop",1,FALSE,FALSE,NA,NA
"310","What's on this bunny's mind??? (add a sentence here: https://t.co/DWsUrPGCqt) https://t.co/V6aBiMndnY",FALSE,241,NA,2018-12-05 19:34:07,FALSE,NA,"1070400946813972480",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",18,FALSE,FALSE,NA,NA
"311","@aknilofficial 👏👏👏👏👏",FALSE,1,"aknilofficial",2018-12-05 19:12:39,FALSE,"1070393907048038400","1070395543862407168","999362646607613955","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",0,FALSE,FALSE,NA,NA
"312","@hitRECord Done. Sounds like the perfect challenge for this composition :)
@hitRECord",FALSE,1,"hitRECord",2018-12-05 19:12:15,FALSE,"1070390146996961280","1070395442209411075","24815314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aknilofficial",0,FALSE,FALSE,NA,NA
"313","@hitRECord the record 
https://t.co/ebLpS5lkbA",FALSE,1,"hitRECord",2018-12-05 19:06:09,FALSE,NA,"1070393907048038400","24815314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aknilofficial",0,FALSE,FALSE,NA,NA
"314","Love this delightful @hitRECord challenge by @hellojohnalan
- ""Write 10 Kind Reminders you wish to share for yourse… https://t.co/OjHuVxtlxx",FALSE,15,NA,2018-12-05 18:19:08,TRUE,NA,"1070382074727526401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JerzyJung",2,FALSE,FALSE,NA,NA
